lexeme_id,cluster,word
7ab5ef9586b79b2079fcce99fadd811f,64,cão/cão
6909099fef4f7d71147846595b6facea,69,abelha/abelha
630b709686520fc4f0d0e6077df220c3,1,bebe/beber
b909b9ba214e56b5ba25c369d05ecd80,64,cães/cão
8dd2ccac29c7cf0cf88bfd09945ab590,64,pássaro/pássaro
780e6eb95a307b053141272d9cf55fd4,1,comes/comer
8a98793d6368aded8136b881ade78583,75,pão/pão
c2c4b64d5eefd5ab7d457ea5c27a25a1,75,água/água
4ec88176006caeb30dd0de7d92cebcc7,1,bebes/beber
49e041609d5dd962692974eab8ed8ddf,75,leite/leite
0e00664dabefa7e5a6ccecd2f3f9e3e5,26,escreves/escrever
0dd6934ef0f42a5151850fa8ca018c2c,-1,és/ser
bd9c03619890797852d573b6f877743a,8,fala/falar
52a4409bf910e2a2f7853da394b83004,80,jornal/jornal
9d0463c69bfb79802d324c5539ae08e8,8,falamos/falar
b2e1f3421eb5216ac144a5714dbf7d6b,-1,lê/ler
1010015bf0b58409c546d69b2950090f,26,escrevem/escrever
21ce5774cae4000b8fffa8a9917bb229,32,escrevemos/escrever
5c78508ce067141ece629e4043bf03a3,65,aonde/aonde
6c558ba7b5eec26c7f55610733117e83,51,meu/meu
66de7b08cfb201e34d0ddadc60c28c70,48,como/comer
3aeb8555dfa1b94544ef62d56869b1d9,37,boa/bom
ba634cde4013c8ff4eee5892e92b3e5b,-1,é/ser
d4eecddf0f9a3f29378d9a0177141ed4,59,chove/chover
8ccaddfe9f496a21bbca378d69e54a26,67,<*sf>/faca
53f6cd24a2dcbd2b874ae9ec36002fb6,43,<*sf>/xícara
001635bcb24496cf2b27731c3708dbfa,64,elefante/elefante
c214fbc04cd7de1edeb086373ccfa292,48,quê/quê
c0b768d612662c62b393a168ed09f19d,76,<*sf>/joia
9f7be4b0cad89e3453afab7e5159f9e5,50,nós/nós
14bdb1c3d7e33b16ae243b1b7c38ab36,75,vinho/vinho
04cf81e128cb8af72084c74d285d161e,-1,frito/frito
cda965dd044bc55ac5741dfc71cd64b4,75,maçãs/maçã
7d73e4cc0e9b592b39a96849a806ba47,50,ela/ele
964918b64d9d9e8abda62b08e5293da9,-1,corta/cortar
4937fee957d27374da32a2c89498b1fc,40,uma/um
61390f111c3899a0f38c0b2e586d241b,75,chocolate/chocolate
3bec47586502ca744c2f2928f4c29143,75,batatas/batata
2f3f88cef849e6a148c1880373e98627,75,peixe/peixe
7e000a06e3dca93cb4354798da6a7ab8,74,milho/milho
14555e6831edb6baab9a39991fc68a19,21,almoço/almoço
99cebc64d09034216ee6c3fe786eeb85,16,estou/estar
76ca65eb1acfd10a5401dbfd549efa22,43,garrafa/garrafa
3046c4e0d8b30be3785fe250b2a339e1,22,fome/fome
5a10a9ab9b11f8faefe13c32fe55fa95,75,banana/banana
282dc399cdee4908358bc58a02cf36ce,75,suco/suco
38e25ada70b5c3b8d7dedf4e5d0625fe,75,molho/molho
826245ea3f47e631e00d4009aa7a57c7,1,comemos/comer
0d4b9ed7df56ee57b0804160a4dd4672,1,bebo/beber
69fdb2b105eff102b3dc8d3b3f3e1e62,45,de/de
fd840152e853feb97f262513fe399e81,43,copo/copo
52d634d0d04cdebc4265d5f9c2f1d78e,75,frango/frango
cb2125848602cd4d35397caf86af9cd8,75,queijo/queijo
3252eb10cf07c7beda2d1eeaf94f1e8d,1,come/comer
2e0da84f572ec90e7a603443e778c658,75,doce/doce
11596d937b214beff5a6fec0a37a8ecc,75,sanduíche/sanduíche
8d7de359f302e3faa2943de5cf671dfe,40,um/um
c32c890a3fbf84c25e79d9a4b4fede99,-1,e/e
494d3bd42e8428759b7cd164d881b1f0,69,cozinho/cozinhar
0d1acf611569b2b7473b065b31c36705,-1,lês/ler
483de4327dd9810b6f5d77047ba3ad28,69,<*sf>/pertencer
fddd4a7a3ceafae1dee1e2b6b3c45a0e,39,<*sf>/conseguir
f87b5b5589ac8a4a89d52553e87e13bd,39,<*sf>/merecer
a3b3233a1c4f639723e92e153188341b,31,<*sf>/sair
e07077f9a1dac16b8ecf913c7bc2cff9,67,<*sf>/sustentar
e27d0a2f25f304e6dc9cdc3f1379a023,4,<*sf>/odiar
1c15e15370fec89ef467a27c6dfda560,76,chaves/chave
2bb7d1afc6f32c9dcf801a53fd29275c,16,encontra/encontrar
b32604a548b62404d40b22e9ac6eedcc,17,novembro/novembro
9362e1db4348ecac302f8bf6de132d7c,49,grandes/grande
4a8daf5e0d26bec2fb34d329012fdb15,51,seu/seu
b35356998f325e1c237464b2bada2ce1,79,férias/férias
b64fcf42157895546d3f48b062414184,65,daí/daí
97536dcf947504b01ae1261c2475da1c,51,sua/seu
8f39c1217e8e40a60baac6a5a5a1348a,51,suas/seu
0b2e8ac77d30fa3618d3fa68a99df48b,-1,são/ser
eb14fcc2e595e8848ffa09fd647c55d5,43,<*sf>/quilo
f832d02824c60ba7de3a6c7b9fea39bc,80,<*sf>/litro
315b7e86878d0100a128d82405040ba1,33,<*sf>/centímetro
7b7db8a793b99e981f5431dbc20dabe0,73,caso/caso
3cf310555b08d6530d92bc39e3793f8c,48,se/se
a8c48485c5f03adc4f8b5d1f7dea4372,55,até/até
d7f196406588a9763567fda6a2e7b396,55,ou/ou
8030edca8e2e23707ba470ecf8ab283e,55,nem/nem
afcb0785116e603e09dc46ceed0be5ce,35,enquanto/enquanto
e82fa7904e0027596d88bcfc652415d7,35,logo/logo
4d4f0ecc3c25350f7c988e8b4eb1956d,75,manteiga/manteiga
9f066b7f627d88aefd887bc067f4ba26,64,biscoito/biscoito
25243b9871667b5a73891ef25d25b352,67,garfo/garfo
784042a9bc442c50b735fcb81859dc18,1,comem/comer
c13c884cc6d660f19c988b96222982f9,75,doce/doce
899be018a5e3defdcbf5f728a54c529b,75,bebida/bebida
460557b60caed60924e0191342faced6,48,como/como
5d219cf750f8649347778329d8120469,75,batata/batata
4a93acdbafaa061fd69226cf686d7a2b,75,café/café
1715af4eb439a9d3c24ce4899f628d13,75,fruta/fruta
df4c239e57075ba1fe396e239c068811,63,ferve/ferver
4b3df2ebedd7644b3150c27e42487633,64,ovo/ovo
25ca54f8ef38af433312b0245e259f65,9,obrigado/obrigado
9283e507857ff74aa2bd27b45529ec7f,9,ah/ah
5ea3ff23231e0f0e5d7fc4d5bdc5b954,9,adeus/adeus
6b80d816698b0e53db2e1412761eb45d,46,sim/sim
6c4b6cb8dc7b3376d0357fdea4ffa8ff,50,eles/ele
7e42f7dece8964713da3a3d797d672b9,-1,somos/ser
2b4b2568171ac6cb9b586f5d3a7d04fd,54,não/não
c246f3dd7d96f167fe12a3f142b00e56,-1,sou/ser
e978b7905c93d55e1f1ab51e8f60340c,58,meninos/menino
1f14196797e0976a14eba47e4e1585eb,75,cerveja/cerveja
eae19eb5946003fac4c6ec055bfae90c,63,homens/homem
2d7186ed326d908261d77e128d94da90,16,tá/tá
72a099e2e79bcb8593c3754a9e34b570,-1,tardes/tarde
5b84848dbdebe7922cc87d7939b9a0f3,73,atenção/atenção
26a160cb6964b488e182bb2cc9a1bf91,63,mulher/mulher
cbdab85bc61592bf4279db56ff35a695,21,jantar/jantar
0db9e3b501108f13924dfacff858f7f2,43,xícara/xícara
6b6eb18b36896344877e52826eac0d33,-1,gosto/gostar
d8686386d3b9dd78e3e13beb462313e4,78,regime/regime
6baabb50722a990d38b5221c48b16683,69,amargo/amargo
bc44438d32f363a7c61700ff2361ad1c,58,meninas/menino
97fbe1b6a32ea9fa6a9c1862acbde7c3,1,bebemos/beber
5f5302712fc288cc75a4f27771b4ea2b,42,as/o
69b9dd02029bb8b66d2305fd9c9b852f,63,mulheres/mulher
93df585e7fd29cbef91c94611710ca66,50,elas/ele
fb2420de60dade031cc534c3cf969189,-1,leio/ler
b42529e73562bb4df8c97242f3e67df0,76,carta/carta
ddd42e3b18fa7e58a3b71b8ac0da3bb5,80,livro/livro
4d99f16b4bdd8cd0a8f5d962301a5be8,50,ele/ele
955c040cc84408f9e687f99d4778b03b,42,o/o
ae28bc4c0c21361b5d7ffee94982eefa,50,você/você
295086f6fa46c6554244540114f8aa71,26,escreve/escrever
a5f6abc4f50522b0cc89baa4bf7d2b14,56,ingrediente/ingrediente
4659ea475c0c2203d103e1729ad4a44c,75,laranja/laranja
f1fdc5676a599c6a5a8974efba5c3620,-1,gostam/gostar
90883f2302040ad4a56b227b6725e73c,-1,lemos/ler
4310561cd354b6cad1569d35856823f0,1,comendo/comer
e5d3bfdec147ebc1409b450819bccade,-1,<*sf>/cruzar
9f6a2032d44ce0bc28936f7a8086b265,-1,<*sf>/conduzir
bdbe8b856ed8b1837f3fcb8b9fd85ad9,44,<*sf>/gastar
b6644a8de8f519e0291124c1a41648e7,59,<*sf>/doer
67c5a8448a14add63f3e0f43728610ff,44,<*sf>/custar
ff6458211b1a54ab439194192b8a3a85,18,<*sf>/descansar
5c285c9927c59e6d7805e0838f521b5a,37,bom/bom
0f2bda0e0fb7b053496a4c9402800bf3,69,abacaxi/abacaxi
1bae372260043b1806d23b8e632af97e,18,<*sf>/ficar
f304d50a3fc192a72d36796bf24dad3c,-1,<*sf>/dar
8a1b54674a3109c801f6c105e06d57cb,6,<*sf>/querer
c3784e467a27f12087421353e4977b8e,11,<*sf>/dizer
f323cca59896ce3d9617ce8f7542c0d9,14,<*sf>/saber
60dac08980bed7ea80ec5ea1a738952c,73,<*sf>/poder
5df60a55b03cb5542c59fad9d4d77737,14,<*sf>/conhecer
a07ffcbe73dc40ab8882f3ebd0588268,75,morango/morango
46e1ef919491760501522dac4827bbcf,67,lata/lata
edc0b04906d09cf9d4048dc04f41d7db,51,minhas/meu
3c03900a9a6992a1ae0f084d9f6d6750,51,meus/meu
0921c5c61b8a52224dbc38357232cb18,12,preto/preto
5378fee9d18dc3f1849d366858ea874a,76,calças/calças
835a343b5a72ee22f1cc94f0d2f535bc,12,<*sf>/cor
dcb9d0aac819c29217413034ff3c5304,-1,<*sf>/colorir
49bd26b62371287a59153771151dc6fe,12,<*sf>/rosa
6f42dc67e7fc4ba7cac0b5805ce3638e,12,<*sf>/roxo
112c791cad6be75b95cfc1881a51ebeb,12,<*sf>/verde
da9f80d6d412330e03290fb232dd8cda,12,<*sf>/vermelho
883318b2654c62f7e20b6eed4c741464,12,<*sf>/branco
de354976e60d34f0730b5686b509a5b8,12,<*sf>/amarelo
c737cc0b147be53c8bcd474c577cb9da,12,<*sf>/azul
b038ebcc7806444f5aad9b854fb2e2b8,19,<*sf>/ter
7f6750ab1165c174c255f4bf7d968c91,1,<*sf>/fumar
0c96d7d7925a34668c694c5955091879,-1,<*sf>/lavar
0c6126fc0a56d6147ac13d4ae702b364,74,<*sf>/explorar
4cfd18405d0e53f93182bd81ca5a334d,23,<*sf>/nadar
212155524ef941ee0288197b0dff0582,24,<*sf>/praticar
02d36c831d2f91d94fdbbc71e56f7a1e,73,<*sf>/sorrir
714fe10cd779bebd9e85e2aa1c622cbf,64,cavalos/cavalo
bbc8e167936b1c537d5bd6fb2a73f01f,64,aranha/aranha
2e7f76af5fc65d9c3f981eab805376d5,69,tigre/tigre
a4e47729820764c527e33fae2a8f904f,69,baleia/baleia
6225e9e71cd796208f0904e57e0afdf2,64,gata/gato
8353a4566d918db85cc69f229bd1177e,64,gato/gato
4ec86dba8dfaa38b2be1413d54418651,64,pássaros/pássaro
c042fef9ce16f46fadaac4e9f8c57192,75,carne/carne
82f0fcdb8d8593de235fcb20f455458c,69,mosca/mosca
1c79cbc2689f0c0125d385904ca3cfc8,-1,cartas/carta
828d8dd7d2c7fd19c7cd0152e6583b79,72,fazenda/fazenda
646eacbdadabb6c714fef0b2aeb40f6c,64,gatos/gato
4406f1c64403562eb84df43d2aff4a4a,64,macaco/macaco
cf1858f99b3f31b59ecc1020e3dbc9b7,64,animais/animal
e05b98ba357e8fda8ce695b6319cd484,75,vaca/vaca
09cd6338773c2b99587b336a6141b185,64,gatas/gato
4cfa25a82a1a07979b6bf3d73f4426d4,64,serpente/serpente
2de03712180767ee849f3ac42288dda4,54,não/não
6c767e40f11a75a724aad8978ad1c31f,9,olá/olá
6dad8bb3bde808fd9bf6f64eb1fe9601,9,favor/favor
fa906899e0b158d6f989ace00a109548,9,desculpa/desculpa
33169b5aa42eea9dc045cb0fbd1aac8a,76,vestido/vestido
1c57d56adf7785f7d386c522d8f25270,75,arroz/arroz
3e159ca2bdf07340a4d98d94dd0de032,63,homem/homem
799b6b2657e6f9e22a97eca4d4a31130,75,açúcar/açúcar
8684fc9be755f63eec6356d290ab4fa7,45,<*sf>/pegar
5971b5e2d899aa3655db07e9426888f6,47,<*sf>/pensar
48686b9f0928ed82345288ab24b1f637,23,<*sf>/caminhar
e9dbd92bf1597fa3021af6c769ea39d4,2,<*sf>/lembrar
664e0dad2a481033a181dcc4925c4a0d,-1,<*sf>/trabalhar
9a61067120d7f5709d8700505072607b,1,<*sf>/comer
a0a716358b1ea21c2ce0cbce7af63f45,8,<*sf>/falar
ecda31b286580e36450d0fff4988c8c9,29,<*sf>/trazer
01a33a82ed461ef299a2aa902fd9e2c9,13,<*sf>/ouvir
5e9ed72c9fdc37a36d360599f7821505,8,<*sf>/conversar
55c4a30646fc1571856bcbc7487ade1d,1,<*sf>/beber
5ee09868044c367bad6e42b52695ff67,9,obrigada/obrigado
af2196d15c8c136754ad3bf5e1a8702d,9,alô/alô
6b8a484698c909ab6da1bb2aa496c9d8,9,oi/oi
323b182056b377505defb78ec7b5e261,13,olhe/olhe
9dbf2d6fc3c62324568ba886e4c01a67,31,embora/embora
e2fea549051ff7e452ae5ffc87c79695,48,que/que
3c5ec34101160c48afb3dca9c0fb0328,55,contudo/contudo
0fdb1b63b93a895eea9db7f8863975fb,55,mas/mas
90a6ff64a5f81a48717aa30a09181953,77,porque/porque
1a3da1bd77d932a2f4609383a0166a06,55,pois/pois
88c1233560b79d20a7f119425f0bc7f2,55,senão/senão
f60efa36803b23ad4ced115250918f93,26,escrevo/escrever
2e8f21ef46399b41ca2eefc16bff10df,32,<*sf>/desenhar
9dd9e2b9c234beb2a64b4dd324abff52,32,<*sf>/cozinhar
cc1568c3c09fe2c86e6c16ada6dc8a18,2,<*sf>/recordar
13ef00b3b019cb76cc0ed32e5f47faf6,53,<*sf>/empurrar
0d6ea4589c14edb13a1d5487bcfe4bbb,69,<*sf>/poupar
7f080707f0391899862f280ed785fa7e,-1,<*sf>/consertar
a719d1ef1f284f0d8e25fdbd479eefa8,80,livros/livro
3c186c3cbd1aeb9bdf5a59599808df85,15,<*sf>/precisar
14e109ef49875c739d32eec5ff7d46e6,-1,<*sf>/gostar
fa60d8e6e420583540789b09305943bc,-1,<*sf>/errar
a63c9091b95379a22ba9049e19a83913,32,<*sf>/fazer
74926398161d1395fef0eeb7bef01cac,-1,<*sf>/acontecer
540f8a40e7f8de1a65f0acfd81b99302,47,acho/achar
c827dd99b9deb6775c9c157cc310519b,55,portanto/portanto
752d95e5026bd37a2a98de2b8d449423,58,namorado/namorado
d0f1e23cf6e1b6c4dbb5579a48636844,41,daquela/de
0b273918363f52ad4b3230640deaa26f,58,namorada/namorado
5405796d44e602a5f1fa7571e075c5ec,60,<*sf>/população
ca10fce5dfd21222d55cbf2741db1052,78,<*sf>/gênero
056f741ab4ff543fd92ac2b71e959334,73,<*sf>/civil
837ef973d764f044025554b82f7fc334,60,<*sf>/grupo
6153b14b484a92b12aff5de09c2d3e23,58,<*sf>/garoto
53b9d5d35b3ca7f15780a83020c6a0b9,73,<*sf>/delegação
e255e222f538ba456ce8e4c39af90523,43,<*sf>/casal
a45c0dfd77553cf466546d8f42f2d34a,64,<*sf>/rapariga
1325959798a5e99dcdbe96ca24ac2a98,63,<*sf>/indivíduo
297e96631d83b848b823ce3583895483,-1,<*sf>/colega
f5c31ddbd13e3967580bb38c229f3acb,60,<*sf>/sociedade
0560c14bbd0d9aa2ae8e909b8ade3a63,74,<*sf>/revolução
9e59028811c5f290d09d9398b92252a1,63,<*sf>/pessoa
3fd8de27c5542e3566fb4aa71b36cc8b,60,<*sf>/associação
9869b36792269203c3f1eca342a05a75,69,<*sf>/fundação
0c572eb479bb760ee21c9312d94fb065,58,<*sf>/casamento
d341f239b325a4d562f5c56079f0bc79,75,maçã/maçã
659f1c814823b16eb949905b77a1a198,58,menina/menino
c7fbdb036c146c75c31bf4e6f7086196,58,menino/menino
48d47b9238eec5079758e71e45a9c136,50,eu/eu
4bf6e3b6bb71d3a40d121b316c0cf899,64,cavalo/cavalo
e643939c01d37929f17bc95c9e594b21,69,golfinho/golfinho
39e9b820f452278d99240ee44b446887,69,abacaxis/abacaxi
c39acbb5ebd37c22160aaf22b77dc308,80,palavras/palavra
112aae9517986b5ebb740b2c4fbd4992,37,bons/bom
852c11513dfc6e810c24530d82357c4f,69,casacos/casaco
ef7cebcd2d0cb05aa593bca0ff8fa716,73,tubarão/tubarão
2b9123975e4ab136cc86e459c540cceb,36,veste/vestir
306d0e96cb4208d67d4f40b1533c0b6b,13,<*sf>/ver
a72e474b65dde9f20c72f3831291354c,13,<*sf>/olhar
a92003b689b96635b2df17664b086c4d,7,<*sf>/esperar
c2ae89bad1bc3dbcf8b7c787e2502b91,-1,<*sf>/mudar
425283152a3d79c0a2dce61da76b36cb,-1,<*sf>/manter
347efefc2fa924b5274af5d8431b629b,67,colher/colher
6f388f1ceb7f6dde8cbeef2b1da4d61f,36,<*sf>/usar
8be33beca308b64af24cedd72f9241f1,26,<*sf>/escrever
1ffe4c043895fb30099e1abc758c3e52,-1,<*sf>/ler
2e805e46eb01bcae9fc0c28d38e62842,74,<*sf>/morrer
0bf3c5e0e938b2763ecf892720837c42,18,<*sf>/dormir
5a449bd2fb25750bb2f2c9dc183b2bd3,30,<*sf>/voltar
22f60a6244e35bbb54e4a7549b16de1b,-1,na/em
def076a0de885bcca40b296ae70e5e91,71,restaurante/restaurante
3ea77aeae0cceaea2fa8442cf4ed4520,70,cozinha/cozinha
a54a1a4fe48fa047b2593bfc3c4e3c97,-1,<*sf>/terminar
9c3341e9b13aa4353d9a6d215849d986,58,pai/pai
2a34b51010a434b99ec66a031881d767,58,<*sf>/irmão
46079b159c82b07b2cb5e5c9278e0a78,-1,<*sf>/sentir
0d1e78bff17d1f863f932448b675a01f,69,sacada/sacada
69331c169574dde278971ded3515d6c0,68,tv/tv
ec1d811aa346e584c1c66eeadd34a413,53,<*sf>/guarda
efedea1e9327e3f457826b434d031074,-1,<*sf>/encarregado
69a89bc49bab11b091634d365c3a41df,69,<*sf>/queimar
e206642912c538bbde3f35cec40563cb,62,<*sf>/dirigente
139693db77b68aa331c77a209e7cf5b8,62,<*sf>/comandante
0acfb3881c75d3e6a5a3d910beaac6a8,53,<*sf>/guardar
25702edec8b20c3e47a47da33759215e,9,<*sf>/ajudar
eef619bc0b698e02cd122b0de46d5fe9,24,<*sf>/tocar
87e31f43a68ab8e3a5847802d3499bd9,-1,<*sf>/seguir
ba581e842aaf7833f948eb3bdecb6c43,10,<*sf>/mostrar
8ed969fefa0922a6b38d6a9ed7c20d3b,75,comida/comida
67570b57ae4489b8b830bebda0b0e637,67,faca/faca
4375d38cf72bd1b9161a835b750ec074,75,limonada/limonada
b2d23288ff0972123a68769dd30727eb,75,limão/limão
1bece19a78aa1e4bc6a60f8f3a586d8f,75,refeição/refeição
7d81225441b91a2be2cc4758d21b2df3,64,rato/rato
2a6402529b9ab4e9d4b5d1f7d5df5f95,-1,<*sf>/ganhar
a3f81d5721ed7b92041753e0069e997b,75,óleo/óleo
3d115ae60fa201a4179b160a3239572e,64,lobo/lobo
298ef4dafe1cc632a11b4c035c13f50b,65,ao/a
1260a92f82737a0cf4dc239935118b15,21,tarde/tarde
9444569763784afdc4d71de0edc31cf9,75,bananas/banana
6296df3ebe3dc828276d82d709dd809f,64,insetos/inseto
74563f2b8fcf7bfc003dbc0a16fa820c,75,vinhos/vinho
9726b32f5b63adffb6d86f4e916fc1b4,66,moscas/mosca
4facfa4eff94ff8fe71e46ee538be561,37,boas/bom
f7d6ad23b43f8db032faca590c6fda89,51,teu/teu
7327aa0d71c9dc29afe5392efa7d4524,51,nossa/nosso
b07df0447acbd83b271935e7317941c2,65,daqui/de
b308891508d80c642aee491235523151,46,nisso/em
90c957c4b6ffcba4be3168efae142784,-1,numa/em
ae847c1b42d65ab7f81dcf7d76086575,64,tartaruga/tartaruga
e9c71c1a38aca6ff7a9e769727735d16,46,daquilo/de
14a13191d67be9c9683ee0982f96d156,43,<*sf>/quilômetro
e4a0c6bea3bd02cf6d90e7b7583906a2,65,cima/cima
a3a6ac51cd19226e7d242e678116566d,-1,lêem/ler
e107131a591326ae622927e3bc3c0495,31,<*sf>/ir
c9cb6b63130f2106c3923796e5bf206b,31,para/para
50ec28a65d25be7d68babb8ccbe20db7,0,<*sf>/achar
4675633aeb3fae02415ae47b6cdc2f61,44,<*sf>/pagar
0d0efb2e432572e712ce0a792a577f30,-1,<*sf>/entender
c524e882b4240a6057da893582ead6b9,51,nosso/nosso
3d3e8ec846802ff973ea797cb85a8a32,51,nossa/nosso
0c11ca56cf53eb84afbed0e00af389ab,51,nossos/nosso
8b660cb351b4d1e80c17f8a307818f6e,76,<*sf>/casaco
baa2d2366f5bb5b8e0ea7571c4af710b,67,<*sf>/bolso
2922d48ff827eb606ab8250dbbd2c777,76,<*sf>/bolsa
e144efadd0d1aa58a3e8b0b0744e614a,64,animal/animal
68f55bb69b0718a483db51c65c32d24f,57,<*sf>/biologia
716adf44b9ab49e3c1b1b51cacd7f320,71,<*sf>/ponto
347102e3b40ba6721b1312b6197420b5,57,<*sf>/ciência
39615d5ce0a195d69403b70882256f4e,57,<*sf>/matemática
e9c9d060c3a946c1e31a4ce2d91c12b6,69,<*sf>/teoria
97325d1266aa03ebc783ea4a645887c5,57,<*sf>/filosofia
0394d7993607a4e8d66a2d7ab886ab14,-1,<*sf>/pesquisar
28d0b68263ee0312e85520340678c58a,62,<*sf>/técnico
164d1ed6d28245bef2b84e39c770738c,57,<*sf>/tecnologia
3cef93d23ea7a4d90500751983a7fc97,80,<*sf>/conceito
b11566cf8d9629e3bac8862a6da7014a,73,<*sf>/potência
ff89e2ca23d004f3076c0bff6dbc4e27,73,<*sf>/temperatura
6133af2456dd715f0fee07e97889b645,62,<*sf>/tese
bb3861e6f75b219dc309d1d82e1b1825,80,<*sf>/observação
43aaab35a827d1ac4aab6eb820dd9d3f,72,<*sf>/limite
a02bb6265e3ff94705c555444e48989d,75,<*sf>/massa
c65e51b317d79bbb6cba5e828516174b,80,<*sf>/pesquisa
fe5e99cf734f39ac7659106664ef5e0a,0,<*sf>/encontrar
e5763e76d689659be63b7865507b9711,63,<*sf>/luva
f0ebd2f66e246d83ef3472450bef2c50,53,<*sf>/bota
5105e2f853e2dfdf3169eaf51208fe4c,73,<*sf>/autoridade
43e0197f202e76586ba3a3f304fea5b6,60,<*sf>/polícia
5024a7dbcefa23c6437b9a860d6c3329,62,<*sf>/representante
0f29b2b6343f3482783ffdbff9274e6f,62,<*sf>/rei
0c4214d30c14e97120edcd4a3457be79,51,teus/teu
d5019761c2d33e3d0f506069fa86c0e5,75,sal/sal
6c5ab64f598f2d0e41c6e2032ff18faf,69,receita/receita
9a7646c5474cd41f03ba9fa02adffc89,75,cebola/cebola
798488a04b86901f41a9bab965eefe90,75,sopa/sopa
1bc30b0015e62fd4b43a3fb59ad0a8ed,64,vegetal/vegetal
085470e30a750ba2a072847672e6d3c8,75,chá/chá
e04cc17ae5d2d9db000f1cdda4be2635,75,prato/prato
fe5c0cd299c6c28360e92a852843c028,75,tomate/tomate
bcaf0802d51bec227e82e457cb03577d,19,tenho/ter
ab8d7d818b2879dcd636303b72059430,-1,gosto/gosto
240c2a3ddb02ff4a6ffc2992a6d07fad,75,alimento/alimento
4efa130a0d285f8d989a4c5b5b859dfe,51,minha/meu
82a356b2d31825695bc05957e0204ca4,51,tua/teu
4918df3c5389df20d15ce76cc5d76057,51,teus/teu
9fc9ddafcc1c022de15d648ed59cefed,51,teu/teu
bd9ba1a6aac648c990374d1fce15160a,51,meu/meu
b402ead2b585e81da1bd1621047769a7,19,têm/ter
0e1458d36f4884708e55b4e65d8708eb,75,pimenta/pimenta
2f9c6588afe0c3f87d2d8786d3d30662,51,seu/seu
99799f8b6b58349afb4c631ffc80ec18,75,azeite/azeite
ed9a466bfe4a5c9b563867c72adccba8,75,lanche/lanche
7733c66cab9ce38bf3c77777e29182b0,42,pelo/por
87a2035d3e8db90a09b6f0e918e27422,-1,<*sf>/abrir
